,Area,Item,Element,Year,Unit,Value
818722,OECD,Agriculture total,Emissions (CO2eq),2000,Gigagrams,1221216.4966
818723,OECD,Agriculture total,Emissions (CO2eq),2001,Gigagrams,1210995.9992
818724,OECD,Agriculture total,Emissions (CO2eq),2002,Gigagrams,1198370.6403
818725,OECD,Agriculture total,Emissions (CO2eq),2003,Gigagrams,1139239.0896
818726,OECD,Agriculture total,Emissions (CO2eq),2004,Gigagrams,1172493.4937
818727,OECD,Agriculture total,Emissions (CO2eq),2005,Gigagrams,1136892.8393
818728,OECD,Agriculture total,Emissions (CO2eq),2006,Gigagrams,1159271.7532
818729,OECD,Agriculture total,Emissions (CO2eq),2007,Gigagrams,1158104.482
818730,OECD,Agriculture total,Emissions (CO2eq),2008,Gigagrams,1122835.8472
818731,OECD,Agriculture total,Emissions (CO2eq),2009,Gigagrams,1118908.2043
818732,OECD,Agriculture total,Emissions (CO2eq),2010,Gigagrams,1101419.9473
818733,OECD,Agriculture total,Emissions (CO2eq) from CO2,1990,Gigagrams,0.0
818734,OECD,Agriculture total,Emissions (CO2eq) from CO2,1991,Gigagrams,0.0
818735,OECD,Agriculture total,Emissions (CO2eq) from CO2,1992,Gigagrams,0.0
818736,OECD,Agriculture total,Emissions (CO2eq) from CO2,1993,Gigagrams,0.0
818737,OECD,Agriculture total,Emissions (CO2eq) from CO2,1994,Gigagrams,0.0
818738,OECD,Agriculture total,Emissions (CO2eq) from CO2,1995,Gigagrams,0.0
818739,OECD,Agriculture total,Emissions (CO2eq) from CO2,1996,Gigagrams,0.0
818740,OECD,Agriculture total,Emissions (CO2eq) from CO2,1997,Gigagrams,0.0
818741,OECD,Agriculture total,Emissions (CO2eq) from CO2,1998,Gigagrams,0.0
818742,OECD,Agriculture total,Emissions (CO2eq) from CO2,1999,Gigagrams,0.0
818743,OECD,Agriculture total,Emissions (CO2eq) from CO2,2000,Gigagrams,0.0
818744,OECD,Agriculture total,Emissions (CO2eq) from CO2,2001,Gigagrams,0.0
818745,OECD,Agriculture total,Emissions (CO2eq) from CO2,2002,Gigagrams,0.0
818746,OECD,Agriculture total,Emissions (CO2eq) from CO2,2003,Gigagrams,0.0
818747,OECD,Agriculture total,Emissions (CO2eq) from CO2,2004,Gigagrams,0.0
818748,OECD,Agriculture total,Emissions (CO2eq) from CO2,2005,Gigagrams,0.0
818749,OECD,Agriculture total,Emissions (CO2eq) from CO2,2006,Gigagrams,0.0
818750,OECD,Agriculture total,Emissions (CO2eq) from CO2,2007,Gigagrams,0.0
818751,OECD,Agriculture total,Emissions (CO2eq) from CO2,2008,Gigagrams,0.0
818752,OECD,Agriculture total,Emissions (CO2eq) from CO2,2009,Gigagrams,0.0
818753,OECD,Agriculture total,Emissions (CO2eq) from CO2,2010,Gigagrams,0.0
818754,OECD,Agriculture total,Emissions (CO2eq) from CH4,1990,Gigagrams,635312.3527
818755,OECD,Agriculture total,Emissions (CO2eq) from CH4,1991,Gigagrams,625258.5093
818756,OECD,Agriculture total,Emissions (CO2eq) from CH4,1992,Gigagrams,620528.8418
818757,OECD,Agriculture total,Emissions (CO2eq) from CH4,1993,Gigagrams,621139.618
818758,OECD,Agriculture total,Emissions (CO2eq) from CH4,1994,Gigagrams,624353.1722
818759,OECD,Agriculture total,Emissions (CO2eq) from CH4,1995,Gigagrams,621856.226
818760,OECD,Agriculture total,Emissions (CO2eq) from CH4,1996,Gigagrams,615301.4054
818761,OECD,Agriculture total,Emissions (CO2eq) from CH4,1997,Gigagrams,613246.4922
818762,OECD,Agriculture total,Emissions (CO2eq) from CH4,1998,Gigagrams,610616.6278
818763,OECD,Agriculture total,Emissions (CO2eq) from CH4,1999,Gigagrams,619078.8334
818764,OECD,Agriculture total,Emissions (CO2eq) from CH4,2000,Gigagrams,619343.8969
818765,OECD,Agriculture total,Emissions (CO2eq) from CH4,2001,Gigagrams,612880.455
818766,OECD,Agriculture total,Emissions (CO2eq) from CH4,2002,Gigagrams,608778.3809
818767,OECD,Agriculture total,Emissions (CO2eq) from CH4,2003,Gigagrams,575761.2966
818768,OECD,Agriculture total,Emissions (CO2eq) from CH4,2004,Gigagrams,589086.1689
818769,OECD,Agriculture total,Emissions (CO2eq) from CH4,2005,Gigagrams,576086.4
818770,OECD,Agriculture total,Emissions (CO2eq) from CH4,2006,Gigagrams,586587.8926
818771,OECD,Agriculture total,Emissions (CO2eq) from CH4,2007,Gigagrams,580149.6614
818772,OECD,Agriculture total,Emissions (CO2eq) from CH4,2008,Gigagrams,569126.6051
818773,OECD,Agriculture total,Emissions (CO2eq) from CH4,2009,Gigagrams,568369.8126
818774,OECD,Agriculture total,Emissions (CO2eq) from CH4,2010,Gigagrams,557545.2505
818775,OECD,Agriculture total,Emissions (CO2eq) from N2O,1990,Gigagrams,581554.9938
818776,OECD,Agriculture total,Emissions (CO2eq) from N2O,1991,Gigagrams,572808.7349
818777,OECD,Agriculture total,Emissions (CO2eq) from N2O,1992,Gigagrams,570358.6322
818778,OECD,Agriculture total,Emissions (CO2eq) from N2O,1993,Gigagrams,579689.4885
818779,OECD,Agriculture total,Emissions (CO2eq) from N2O,1994,Gigagrams,581451.177
818780,OECD,Agriculture total,Emissions (CO2eq) from N2O,1995,Gigagrams,581561.8386
818781,OECD,Agriculture total,Emissions (CO2eq) from N2O,1996,Gigagrams,588908.8516
818782,OECD,Agriculture total,Emissions (CO2eq) from N2O,1997,Gigagrams,585001.6288
818783,OECD,Agriculture total,Emissions (CO2eq) from N2O,1998,Gigagrams,591844.971
818784,OECD,Agriculture total,Emissions (CO2eq) from N2O,1999,Gigagrams,606098.1555
818785,OECD,Agriculture total,Emissions (CO2eq) from N2O,2000,Gigagrams,601872.5996
818786,OECD,Agriculture total,Emissions (CO2eq) from N2O,2001,Gigagrams,598115.5441
818787,OECD,Agriculture total,Emissions (CO2eq) from N2O,2002,Gigagrams,589592.2593
818788,OECD,Agriculture total,Emissions (CO2eq) from N2O,2003,Gigagrams,563477.7931
818789,OECD,Agriculture total,Emissions (CO2eq) from N2O,2004,Gigagrams,583407.3248
818790,OECD,Agriculture total,Emissions (CO2eq) from N2O,2005,Gigagrams,560806.4393
818791,OECD,Agriculture total,Emissions (CO2eq) from N2O,2006,Gigagrams,572683.8606
818792,OECD,Agriculture total,Emissions (CO2eq) from N2O,2007,Gigagrams,577954.8206
818793,OECD,Agriculture total,Emissions (CO2eq) from N2O,2008,Gigagrams,553709.2421
818794,OECD,Agriculture total,Emissions (CO2eq) from N2O,2009,Gigagrams,550538.3916
818795,OECD,Agriculture total,Emissions (CO2eq) from N2O,2010,Gigagrams,543874.6967
818796,OECD,Agriculture total,Emissions (CO2eq) from F-gases,1990,Gigagrams,0.0
818797,OECD,Agriculture total,Emissions (CO2eq) from F-gases,1991,Gigagrams,0.0
818798,OECD,Agriculture total,Emissions (CO2eq) from F-gases,1992,Gigagrams,0.0
818799,OECD,Agriculture total,Emissions (CO2eq) from F-gases,1993,Gigagrams,0.0
818800,OECD,Agriculture total,Emissions (CO2eq) from F-gases,1994,Gigagrams,0.0
818801,OECD,Agriculture total,Emissions (CO2eq) from F-gases,1995,Gigagrams,0.0
818802,OECD,Agriculture total,Emissions (CO2eq) from F-gases,1996,Gigagrams,0.0
818803,OECD,Agriculture total,Emissions (CO2eq) from F-gases,1997,Gigagrams,0.0
818804,OECD,Agriculture total,Emissions (CO2eq) from F-gases,1998,Gigagrams,0.0
818805,OECD,Agriculture total,Emissions (CO2eq) from F-gases,1999,Gigagrams,0.0
818806,OECD,Agriculture total,Emissions (CO2eq) from F-gases,2000,Gigagrams,0.0
818807,OECD,Agriculture total,Emissions (CO2eq) from F-gases,2001,Gigagrams,0.0
818808,OECD,Agriculture total,Emissions (CO2eq) from F-gases,2002,Gigagrams,0.0
818809,OECD,Agriculture total,Emissions (CO2eq) from F-gases,2003,Gigagrams,0.0
818810,OECD,Agriculture total,Emissions (CO2eq) from F-gases,2004,Gigagrams,0.0
818811,OECD,Agriculture total,Emissions (CO2eq) from F-gases,2005,Gigagrams,0.0
818812,OECD,Agriculture total,Emissions (CO2eq) from F-gases,2006,Gigagrams,0.0
818813,OECD,Agriculture total,Emissions (CO2eq) from F-gases,2007,Gigagrams,0.0
818814,OECD,Agriculture total,Emissions (CO2eq) from F-gases,2008,Gigagrams,0.0
818815,OECD,Agriculture total,Emissions (CO2eq) from F-gases,2009,Gigagrams,0.0
818816,OECD,Agriculture total,Emissions (CO2eq) from F-gases,2010,Gigagrams,0.0
818817,OECD,Agriculture total,Share of sector in total emissions,1990,%,8.202
818818,OECD,Agriculture total,Share of sector in total emissions,1991,%,8.0686
818819,OECD,Agriculture total,Share of sector in total emissions,1992,%,7.9712
818820,OECD,Agriculture total,Share of sector in total emissions,1993,%,7.8733
818821,OECD,Agriculture total,Share of sector in total emissions,1994,%,7.7915
818822,OECD,Agriculture total,Share of sector in total emissions,1995,%,7.6937
818823,OECD,Agriculture total,Share of sector in total emissions,1996,%,7.5283
818824,OECD,Agriculture total,Share of sector in total emissions,1997,%,7.4345
818825,OECD,Agriculture total,Share of sector in total emissions,1998,%,7.3908
818826,OECD,Agriculture total,Share of sector in total emissions,1999,%,7.5137
818827,OECD,Agriculture total,Share of sector in total emissions,2000,%,7.3878
818828,OECD,Agriculture total,Share of sector in total emissions,2001,%,7.3452
818829,OECD,Agriculture total,Share of sector in total emissions,2002,%,7.1682
818830,OECD,Agriculture total,Share of sector in total emissions,2003,%,6.7304
818831,OECD,Agriculture total,Share of sector in total emissions,2004,%,6.8587
818832,OECD,Agriculture total,Share of sector in total emissions,2005,%,6.657
818833,OECD,Agriculture total,Share of sector in total emissions,2006,%,6.7476
818834,OECD,Agriculture total,Share of sector in total emissions,2007,%,6.6401
818835,OECD,Agriculture total,Share of sector in total emissions,2008,%,6.607
818836,OECD,Agriculture total,Share of sector in total emissions,2009,%,6.8942
818837,OECD,Agriculture total,Share of sector in total emissions,2010,%,6.572
818838,OECD,Agriculture total,Share of sector in total CO2 emissions,1990,%,0.0
818839,OECD,Agriculture total,Share of sector in total CO2 emissions,1991,%,0.0
818840,OECD,Agriculture total,Share of sector in total CO2 emissions,1992,%,0.0
818841,OECD,Agriculture total,Share of sector in total CO2 emissions,1993,%,0.0
818842,OECD,Agriculture total,Share of sector in total CO2 emissions,1994,%,0.0
818843,OECD,Agriculture total,Share of sector in total CO2 emissions,1995,%,0.0
818844,OECD,Agriculture total,Share of sector in total CO2 emissions,1996,%,0.0
818845,OECD,Agriculture total,Share of sector in total CO2 emissions,1997,%,0.0
818846,OECD,Agriculture total,Share of sector in total CO2 emissions,1998,%,0.0
818847,OECD,Agriculture total,Share of sector in total CO2 emissions,1999,%,0.0
818848,OECD,Agriculture total,Share of sector in total CO2 emissions,2000,%,0.0
818849,OECD,Agriculture total,Share of sector in total CO2 emissions,2001,%,0.0
818850,OECD,Agriculture total,Share of sector in total CO2 emissions,2002,%,0.0
818851,OECD,Agriculture total,Share of sector in total CO2 emissions,2003,%,0.0
818852,OECD,Agriculture total,Share of sector in total CO2 emissions,2004,%,0.0
818853,OECD,Agriculture total,Share of sector in total CO2 emissions,2005,%,0.0
818854,OECD,Agriculture total,Share of sector in total CO2 emissions,2006,%,0.0
818855,OECD,Agriculture total,Share of sector in total CO2 emissions,2007,%,0.0
818856,OECD,Agriculture total,Share of sector in total CO2 emissions,2008,%,0.0
818857,OECD,Agriculture total,Share of sector in total CO2 emissions,2009,%,0.0
818858,OECD,Agriculture total,Share of sector in total CO2 emissions,2010,%,0.0
818859,OECD,Agriculture total,Share of sector in total CH4 emissions,1990,%,36.5518
818860,OECD,Agriculture total,Share of sector in total CH4 emissions,1991,%,36.5867
818861,OECD,Agriculture total,Share of sector in total CH4 emissions,1992,%,36.54
818862,OECD,Agriculture total,Share of sector in total CH4 emissions,1993,%,36.8616
818863,OECD,Agriculture total,Share of sector in total CH4 emissions,1994,%,37.2134
818864,OECD,Agriculture total,Share of sector in total CH4 emissions,1995,%,37.1002
818865,OECD,Agriculture total,Share of sector in total CH4 emissions,1996,%,36.7974
818866,OECD,Agriculture total,Share of sector in total CH4 emissions,1997,%,37.0843
818867,OECD,Agriculture total,Share of sector in total CH4 emissions,1998,%,36.9632
818868,OECD,Agriculture total,Share of sector in total CH4 emissions,1999,%,38.0886
818869,OECD,Agriculture total,Share of sector in total CH4 emissions,2000,%,38.4847
818870,OECD,Agriculture total,Share of sector in total CH4 emissions,2001,%,38.4371
818871,OECD,Agriculture total,Share of sector in total CH4 emissions,2002,%,37.9731
818872,OECD,Agriculture total,Share of sector in total CH4 emissions,2003,%,36.6015
818873,OECD,Agriculture total,Share of sector in total CH4 emissions,2004,%,37.5452
818874,OECD,Agriculture total,Share of sector in total CH4 emissions,2005,%,37.4267
818875,OECD,Agriculture total,Share of sector in total CH4 emissions,2006,%,37.6941
818876,OECD,Agriculture total,Share of sector in total CH4 emissions,2007,%,37.1428
818877,OECD,Agriculture total,Share of sector in total CH4 emissions,2008,%,37.2548
818878,OECD,Agriculture total,Share of sector in total CH4 emissions,2009,%,37.7758
818879,OECD,Agriculture total,Share of sector in total CH4 emissions,2010,%,36.8942
818880,OECD,Agriculture total,Share of sector in total N2O emissions,1990,%,60.6004
818881,OECD,Agriculture total,Share of sector in total N2O emissions,1991,%,60.084
818882,OECD,Agriculture total,Share of sector in total N2O emissions,1992,%,59.7641
818883,OECD,Agriculture total,Share of sector in total N2O emissions,1993,%,59.9902
818884,OECD,Agriculture total,Share of sector in total N2O emissions,1994,%,58.8447
818885,OECD,Agriculture total,Share of sector in total N2O emissions,1995,%,58.4744
818886,OECD,Agriculture total,Share of sector in total N2O emissions,1996,%,58.4326
818887,OECD,Agriculture total,Share of sector in total N2O emissions,1997,%,58.2209
818888,OECD,Agriculture total,Share of sector in total N2O emissions,1998,%,59.8324
818889,OECD,Agriculture total,Share of sector in total N2O emissions,1999,%,62.6314
818890,OECD,Agriculture total,Share of sector in total N2O emissions,2000,%,61.2241
818891,OECD,Agriculture total,Share of sector in total N2O emissions,2001,%,62.1043
818892,OECD,Agriculture total,Share of sector in total N2O emissions,2002,%,61.8209
818893,OECD,Agriculture total,Share of sector in total N2O emissions,2003,%,60.6372
818894,OECD,Agriculture total,Share of sector in total N2O emissions,2004,%,62.1183
818895,OECD,Agriculture total,Share of sector in total N2O emissions,2005,%,61.5813
818896,OECD,Agriculture total,Share of sector in total N2O emissions,2006,%,62.6494
818897,OECD,Agriculture total,Share of sector in total N2O emissions,2007,%,62.7894
818898,OECD,Agriculture total,Share of sector in total N2O emissions,2008,%,63.6124
818899,OECD,Agriculture total,Share of sector in total N2O emissions,2009,%,64.8247
818900,OECD,Agriculture total,Share of sector in total N2O emissions,2010,%,64.7242
818901,OECD,Agriculture total,Share of sector in total F-gases emissions,1990,Gigagrams,0.0
818902,OECD,Agriculture total,Share of sector in total F-gases emissions,1991,Gigagrams,0.0
818903,OECD,Agriculture total,Share of sector in total F-gases emissions,1992,Gigagrams,0.0
818904,OECD,Agriculture total,Share of sector in total F-gases emissions,1993,Gigagrams,0.0
818905,OECD,Agriculture total,Share of sector in total F-gases emissions,1994,Gigagrams,0.0
818906,OECD,Agriculture total,Share of sector in total F-gases emissions,1995,Gigagrams,0.0
818907,OECD,Agriculture total,Share of sector in total F-gases emissions,1996,Gigagrams,0.0
818908,OECD,Agriculture total,Share of sector in total F-gases emissions,1997,Gigagrams,0.0
818909,OECD,Agriculture total,Share of sector in total F-gases emissions,1998,Gigagrams,0.0
818910,OECD,Agriculture total,Share of sector in total F-gases emissions,1999,Gigagrams,0.0
818911,OECD,Agriculture total,Share of sector in total F-gases emissions,2000,Gigagrams,0.0
818912,OECD,Agriculture total,Share of sector in total F-gases emissions,2001,Gigagrams,0.0
818913,OECD,Agriculture total,Share of sector in total F-gases emissions,2002,Gigagrams,0.0
818914,OECD,Agriculture total,Share of sector in total F-gases emissions,2003,Gigagrams,0.0
818915,OECD,Agriculture total,Share of sector in total F-gases emissions,2004,Gigagrams,0.0
818916,OECD,Agriculture total,Share of sector in total F-gases emissions,2005,Gigagrams,0.0
818917,OECD,Agriculture total,Share of sector in total F-gases emissions,2006,Gigagrams,0.0
818918,OECD,Agriculture total,Share of sector in total F-gases emissions,2007,Gigagrams,0.0
818919,OECD,Agriculture total,Share of sector in total F-gases emissions,2008,Gigagrams,0.0
818920,OECD,Agriculture total,Share of sector in total F-gases emissions,2009,Gigagrams,0.0
818921,OECD,Agriculture total,Share of sector in total F-gases emissions,2010,Gigagrams,0.0
818922,OECD,Agriculture total,Share of CO2 in sector emissions,1990,%,0.0
818923,OECD,Agriculture total,Share of CO2 in sector emissions,1991,%,0.0
818924,OECD,Agriculture total,Share of CO2 in sector emissions,1992,%,0.0
818925,OECD,Agriculture total,Share of CO2 in sector emissions,1993,%,0.0
818926,OECD,Agriculture total,Share of CO2 in sector emissions,1994,%,0.0
818927,OECD,Agriculture total,Share of CO2 in sector emissions,1995,%,0.0
818928,OECD,Agriculture total,Share of CO2 in sector emissions,1996,%,0.0
